,measurement_date,nine_axis_acceleration_x,nine_axis_acceleration_y,nine_axis_acceleration_z,nine_axis_angular_velocity_x,nine_axis_angular_velocity_y,nine_axis_angular_velocity_z
167,2021-02-16 17:43:38.975000+00:00,-0.007676159,0.02961841,-0.99696,7.30815E-4,-7.394879E-4,-0.002728233
168,2021-02-16 17:43:39.075000+00:00,-0.0064319526,0.02345959,-1.0005606,6.211265E-4,-4.133853E-4,-0.0024151544
169,2021-02-16 17:43:39.175000+00:00,-0.007646341,0.029934594,-0.99762726,8.2671683E-4,-3.381263E-4,-0.0023434653
170,2021-02-16 17:43:39.277000+00:00,-0.0064303624,0.023058113,-0.9998594,2.8827364E-4,-0.0012205967,-0.0025378712
171,2021-02-16 17:43:39.376000+00:00,-0.008160693,0.029439537,-0.99675643,7.594769E-4,-7.1573595E-4,-0.002497403
172,2021-02-16 17:43:39.477000+00:00,-0.0053826394,0.023682918,-0.99883616,-1.4831821E-4,-6.80197E-4,-0.0016654821
173,2021-02-16 17:43:39.575000+00:00,-0.007498578,0.02877373,-0.9965663,0.0014085612,-6.577516E-4,-0.0020403885
174,2021-02-16 17:43:39.675000+00:00,-0.006455909,0.023401149,-0.9995541,-7.848987E-4,-8.135793E-4,-0.0020286923
175,2021-02-16 17:43:39.776000+00:00,-0.0073365136,0.02875778,-0.99676937,0.0014988985,4.0178544E-5,-0.0020368162
176,2021-02-16 17:43:39.867000+00:00,-0.0065694773,0.024072697,-0.99909955,-5.6400546E-4,-3.2940655E-4,-0.002394694
177,2021-02-16 17:43:39.975000+00:00,-0.006938635,0.028710691,-0.99612564,0.0014865795,1.19224205E-5,-0.0022708015
178,2021-02-16 17:43:40.078000+00:00,-0.00529973,0.02350416,-0.9993887,-6.9451076E-4,-6.57357E-4,-0.0025237123
179,2021-02-16 17:43:40.175000+00:00,-0.0069345473,0.027561225,-0.99782604,0.0010257097,-2.6429413E-4,-0.0021940025
180,2021-02-16 17:43:40.276000+00:00,-0.005960526,0.02658925,-0.9990542,-8.432086E-4,-4.294742E-4,-0.0028183265
181,2021-02-16 17:43:40.375000+00:00,-0.0059689097,0.026402134,-0.9971677,0.0016259901,1.5423811E-5,-0.0019950424
182,2021-02-16 17:43:40.475000+00:00,-0.0068280785,0.025907226,-0.9999679,-7.763315E-4,-9.4462244E-4,-0.0027599656
183,2021-02-16 17:43:40.575000+00:00,-0.0055993265,0.026042439,-0.99872136,0.0011452492,1.8328404E-4,-0.0018761839
184,2021-02-16 17:43:40.676000+00:00,-0.0059985803,0.027117228,-0.9998602,-0.0014118829,-7.050442E-4,-0.002447579
185,2021-02-16 17:43:40.766000+00:00,-0.00668092,0.025713945,-0.9984746,0.0015693905,-3.776474E-4,-0.002034164
186,2021-02-16 17:43:40.876000+00:00,-0.0064750393,0.027748642,-1.0000107,-0.0011684299,-5.3848E-4,-0.0020577728
187,2021-02-16 17:43:40.975000+00:00,-0.0049254545,0.02479062,-0.9995209,9.3849865E-4,-1.07329935E-4,-0.0017502847
188,2021-02-16 17:43:41.074000+00:00,-0.007375778,0.028175559,-0.9995052,-0.0012083808,-0.0010428178,-0.0026585134
189,2021-02-16 17:43:41.175000+00:00,-0.0065980908,0.02361759,-0.9994279,0.0010522159,-2.5984694E-4,-0.0017742118
190,2021-02-16 17:43:41.276000+00:00,-0.007832766,0.029981846,-0.99889016,-0.0011879087,-0.0012637107,-0.002653674
191,2021-02-16 17:43:41.376000+00:00,-0.006558939,0.024568535,-1.0003169,0.0010379136,-4.3352303E-4,-0.0022658724
192,2021-02-16 17:43:41.475000+00:00,-0.0074777887,0.029662987,-0.99798506,-4.888959E-4,-8.27377E-4,-0.0024779176
193,2021-02-16 17:43:41.575000+00:00,-0.0065291873,0.022641387,-1.0004362,6.761675E-4,-5.9679034E-4,-0.001616613
194,2021-02-16 17:43:41.667000+00:00,-0.0065787607,0.030047426,-0.9966537,4.419217E-4,-9.1912266E-4,-0.0018998972
195,2021-02-16 17:43:41.776000+00:00,-0.0063612647,0.024361422,-1.0010664,5.1499263E-4,-0.001107494,-0.0019410846
196,2021-02-16 17:43:41.875000+00:00,-0.008338364,0.029240755,-0.99632895,0.0013292563,-4.944785E-4,-0.0018734495
197,2021-02-16 17:43:41.975000+00:00,-0.0066266046,0.023464099,-0.99900764,-2.0385715E-4,-3.3512025E-4,-0.0021042556
198,2021-02-16 17:43:42.076000+00:00,-0.0070391083,0.029424228,-0.9977538,0.0010282253,3.972998E-5,-0.0023214975
199,2021-02-16 17:43:42.175000+00:00,-0.0054145493,0.024450606,-0.9997982,2.5471044E-4,-4.3932023E-4,-0.0021923736
